OriginalLineIdx,DateTime,Action,ApId,ClientId,BSSID,SSID
58,2023-07-16 00:01:32,connect,BassLake_Office_AP,dev_000000005,,Bass Lake Public WiFi
59,2023-07-16 00:01:37,connect,BassLake_Conf_AP,dev_000000001,,Bass Lake Public WiFi
60,2023-07-16 00:01:37,connect,BassLake_Conf_AP,dev_000000001,,Bass Lake Public WiFi
61,2023-07-16 00:01:37,connect,BassLake_Conf_AP,dev_000000001,,Bass Lake Public WiFi
62,2023-07-16 00:01:37,connect,BassLake_Conf_AP,dev_000000001,,Bass Lake Public WiFi
63,2023-07-16 00:01:37,connect,BassLake_Conf_AP,dev_000000001,,Bass Lake Public WiFi
64,2023-07-16 00:01:37,connect,BassLake_Conf_AP,dev_000000001,,Bass Lake Public WiFi
65,2023-07-16 00:01:38,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
66,2023-07-16 00:01:39,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
67,2023-07-16 00:01:39,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
68,2023-07-16 00:01:39,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
69,2023-07-16 00:01:39,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
70,2023-07-16 00:01:39,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
71,2023-07-16 00:01:42,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
72,2023-07-16 00:01:43,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
73,2023-07-16 00:01:43,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
74,2023-07-16 00:01:43,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
75,2023-07-16 00:01:43,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
76,2023-07-16 00:01:43,connect,BassLake_Office_AP,dev_000000005,,Bass Lake Public WiFi
77,2023-07-16 00:01:44,connect,BassLake_Conf_AP,dev_000000005,,Bass Lake Public WiFi
78,2023-07-16 00:01:44,connect,BassLake_Conf_AP,dev_000000005,,Bass Lake Public WiFi
79,2023-07-16 00:01:44,connect,BassLake_Conf_AP,dev_000000005,,Bass Lake Public WiFi
80,2023-07-16 00:01:44,connect,BassLake_Conf_AP,dev_000000005,,Bass Lake Public WiFi
81,2023-07-16 00:01:44,connect,BassLake_Conf_AP,dev_000000005,,Bass Lake Public WiFi
82,2023-07-16 00:01:44,connect,BassLake_Conf_AP,dev_000000005,,Bass Lake Public WiFi
83,2023-07-16 00:01:46,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
84,2023-07-16 00:01:46,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
85,2023-07-16 00:01:46,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
86,2023-07-16 00:01:46,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
87,2023-07-16 00:01:47,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
88,2023-07-16 00:01:47,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
89,2023-07-16 00:01:47,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
90,2023-07-16 00:01:47,connect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
91,2023-07-16 00:01:55,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
92,2023-07-16 00:01:55,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
93,2023-07-16 00:01:56,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
94,2023-07-16 00:01:56,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
95,2023-07-16 00:01:56,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
96,2023-07-16 00:01:56,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
97,2023-07-16 00:02:02,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
98,2023-07-16 00:02:02,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
99,2023-07-16 00:02:11,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
100,2023-07-16 00:02:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
101,2023-07-16 00:02:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
102,2023-07-16 00:02:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
103,2023-07-16 00:02:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
104,2023-07-16 00:02:13,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
105,2023-07-16 00:02:13,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
106,2023-07-16 00:02:13,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
107,2023-07-16 00:02:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
108,2023-07-16 00:02:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
109,2023-07-16 00:02:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
110,2023-07-16 00:02:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
111,2023-07-16 00:02:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
112,2023-07-16 00:02:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
113,2023-07-16 00:02:21,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
114,2023-07-16 00:02:21,disconnect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
115,2023-07-16 00:02:21,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
116,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
117,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
118,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
119,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
120,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
121,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
122,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
123,2023-07-16 00:02:25,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
124,2023-07-16 00:02:27,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
125,2023-07-16 00:02:27,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
126,2023-07-16 00:02:30,disconnect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
127,2023-07-16 00:02:32,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
128,2023-07-16 00:02:32,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
129,2023-07-16 00:02:32,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
130,2023-07-16 00:02:32,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
131,2023-07-16 00:02:33,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
132,2023-07-16 00:02:33,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
133,2023-07-16 00:02:33,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
134,2023-07-16 00:02:33,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
135,2023-07-16 00:02:44,disconnect,BassLake_Parking_Outdoor,dev_000000007,,Bass Lake Public WiFi
136,2023-07-16 00:02:45,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
137,2023-07-16 00:02:45,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
138,2023-07-16 00:02:46,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
139,2023-07-16 00:02:46,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
140,2023-07-16 00:03:13,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
141,2023-07-16 00:03:13,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
142,2023-07-16 00:03:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
143,2023-07-16 00:03:14,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
144,2023-07-16 00:03:15,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
145,2023-07-16 00:03:15,connect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
146,2023-07-16 00:03:25,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
147,2023-07-16 00:03:25,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
148,2023-07-16 00:03:25,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
149,2023-07-16 00:03:25,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
150,2023-07-16 00:03:25,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
151,2023-07-16 00:03:36,disconnect,BassLake_Parking_Outdoor,dev_000000005,,Bass Lake Public WiFi
152,2023-07-16 00:03:43,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
153,2023-07-16 00:04:02,disconnect,BassLake_Parking_Outdoor,dev_000000008,,Bass Lake Public WiFi
154,2023-07-16 00:04:41,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
155,2023-07-16 00:04:42,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
156,2023-07-16 00:04:42,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
157,2023-07-16 00:04:42,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
158,2023-07-16 00:04:42,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
159,2023-07-16 00:04:54,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
160,2023-07-16 00:05:04,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
161,2023-07-16 00:05:04,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
162,2023-07-16 00:05:05,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
163,2023-07-16 00:05:05,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
164,2023-07-16 00:05:05,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
165,2023-07-16 00:05:05,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
166,2023-07-16 00:05:11,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
167,2023-07-16 00:05:11,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
168,2023-07-16 00:05:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
169,2023-07-16 00:05:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
170,2023-07-16 00:05:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
171,2023-07-16 00:05:12,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
172,2023-07-16 00:06:16,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
173,2023-07-16 00:06:16,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
174,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
175,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
176,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
177,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
178,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
179,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
180,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
181,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
182,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
183,2023-07-16 00:06:17,connect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
184,2023-07-16 00:06:44,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
185,2023-07-16 00:06:45,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
186,2023-07-16 00:06:45,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
187,2023-07-16 00:06:45,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
188,2023-07-16 00:06:45,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
189,2023-07-16 00:07:01,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
190,2023-07-16 00:07:01,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
191,2023-07-16 00:07:01,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
192,2023-07-16 00:07:01,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
193,2023-07-16 00:07:01,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
194,2023-07-16 00:07:06,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
195,2023-07-16 00:07:06,connect,BassLake_Parking_Outdoor,dev_000000001,,Bass Lake Public WiFi
196,2023-07-16 00:07:22,disconnect,BassLake_Parking_Outdoor,dev_000000006,,Bass Lake Public WiFi
197,2023-07-16 00:07:31,connect,BassLake_Conf_AP,dev_000000003,,Bass Lake Public WiFi
198,2023-07-16 00:07:43,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
199,2023-07-16 00:07:43,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
200,2023-07-16 00:07:44,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
201,2023-07-16 00:07:44,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
202,2023-07-16 00:07:44,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
203,2023-07-16 00:07:44,connect,BassLake_Office_AP,dev_000000003,,Bass Lake Public WiFi
204,2023-07-16 00:08:13,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
205,2023-07-16 00:08:13,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
206,2023-07-16 00:08:14,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
207,2023-07-16 00:08:14,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
208,2023-07-16 00:08:14,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
209,2023-07-16 00:08:14,connect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
210,2023-07-16 00:10:29,connect,BassLake_Conf_AP,dev_000000010,,Bass Lake Public WiFi
211,2023-07-16 00:10:29,connect,BassLake_Conf_AP,dev_000000010,,Bass Lake Public WiFi
212,2023-07-16 00:10:29,connect,BassLake_Conf_AP,dev_000000010,,Bass Lake Public WiFi
213,2023-07-16 00:10:29,connect,BassLake_Conf_AP,dev_000000010,,Bass Lake Public WiFi
214,2023-07-16 00:10:29,connect,BassLake_Conf_AP,dev_000000010,,Bass Lake Public WiFi
215,2023-07-16 00:10:29,connect,BassLake_Conf_AP,dev_000000010,,Bass Lake Public WiFi
216,2023-07-16 00:10:35,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
217,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
218,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
219,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
220,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
221,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
222,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
223,2023-07-16 00:10:36,connect,Town Hall 2nd Floor IT AP,dev_000000002,,Town Hall Public WiFi
224,2023-07-16 00:11:16,disconnect,BassLake_Parking_Outdoor,dev_000000009,,Bass Lake Public WiFi
225,2023-07-16 00:11:22,connect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
226,2023-07-16 00:11:22,connect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
227,2023-07-16 00:11:23,connect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
228,2023-07-16 00:11:23,connect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
229,2023-07-16 00:11:23,connect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
230,2023-07-16 00:11:23,connect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
231,2023-07-16 00:11:36,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
232,2023-07-16 00:11:37,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
233,2023-07-16 00:11:37,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
234,2023-07-16 00:11:37,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
235,2023-07-16 00:11:37,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
236,2023-07-16 00:11:40,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
237,2023-07-16 00:11:42,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
238,2023-07-16 00:11:42,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
239,2023-07-16 00:11:43,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
240,2023-07-16 00:11:43,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
241,2023-07-16 00:11:43,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
242,2023-07-16 00:11:43,connect,BassLake_Office_AP,dev_000000011,,Bass Lake Public WiFi
243,2023-07-16 00:11:55,disconnect,BassLake_Office_AP,dev_000000010,,Bass Lake Public WiFi
244,2023-07-16 00:12:01,disconnect,BassLake_Parking_Outdoor,dev_000000003,,Bass Lake Public WiFi
245,2023-07-16 00:12:05,disconnect,FS1_UP_HallWay_AP,dev_000000012,,Fire Station 1 Public WiFi
246,2023-07-16 00:12:10,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
247,2023-07-16 00:12:10,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
248,2023-07-16 00:12:11,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
249,2023-07-16 00:12:11,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
250,2023-07-16 00:12:11,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
251,2023-07-16 00:12:11,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
252,2023-07-16 00:12:29,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
253,2023-07-16 00:12:29,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
254,2023-07-16 00:12:30,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
255,2023-07-16 00:12:30,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
256,2023-07-16 00:12:30,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
257,2023-07-16 00:12:30,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
258,2023-07-16 00:12:37,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
259,2023-07-16 00:12:38,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
260,2023-07-16 00:12:38,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
261,2023-07-16 00:12:38,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
262,2023-07-16 00:12:38,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
263,2023-07-16 00:12:38,connect,BassLake_Parking_Outdoor,dev_000000011,,Bass Lake Public WiFi
